,TEXT
293,"all round me are words, and words and words, they grow on me like leaves, they never seem to stop their slow growing from within... but i tell my self, words are a nuisance, beware of them, they can be so many things, a chasm where running feet must pause, to look, a sea with paralyzing waves, a blast of burning air or, a knife most willing to cut your best friend's throat... words are a nuisance, but. they grow on me like leaves ona tree, they never seem to stop their coming, from a silence, somewhere deep within...  "
294,a losing battle
295,"how can my love hold him when the other flaunts a gaudy lust and is lioness to his beast? men are worthless, to trap them use the cheapest bait of all, but never love, which in a woman must mean tears and a silence in the blood. "
296,an introduction
297,"i don't know politics but i know the names of those in power, and can repeat them like days of week, or names of months, beginning with nehru. i amindian, very brown, born inmalabar, i speak three languages, write in two, dream in one. don't write in english, they said, english is not your mother-tongue. why not leave me alone, critics, friends, visiting cousins, every one of you? why not let me speak in any language i like? the language i speak, becomes mine, its distortions, its queernesses all mine, mine alone. it is half english, halfindian, funny perhaps, but it is honest, it is as human as i am human, don't you see? it voices my joys, my longings, my hopes, and it is useful to me as cawing is to crows or roaring to the lions, it is human speech, the speech of the mind that is here and not there, a mind that sees and hears and is aware. not the deaf, blind speech of trees in storm or of monsoon clouds or of rain or the incoherent mutterings of the blazing funeral pyre. i was child, and later they told me i grew, for i became tall, my limbs swelled and one or two places sprouted hair. wheni asked for love, not knowing what else to ask for, he drew a youth of sixteen into the bedroom and closed the door, he did not beat me but my sad woman-body felt so beaten. the weight of my breasts and womb crushed me. i shrank pitifully. then … i wore a shirt and my brother's trousers, cut my hair short and ignored my womanliness. dress in sarees, be girl be wife, they said. be embroiderer, be cook, be a quarreller with servants. fit in. oh, belong, cried the categorizers. don't sit on walls or peep in through our lace-draped windows. be amy, or be kamala. or, better still, be madhavikutty. it is time to choose a name, a role. don't play pretending games. don't play at schizophrenia or be a nympho. don't cry embarrassingly loud when jilted in love … i met a man, loved him. call him not by any name, he is every man who wants. a woman, just as i am every woman who seeks love. in him . . . the hungry haste of rivers, in me . . . the oceans' tireless waiting. who are you, i ask each and everyone, the answer is, it is i. anywhere and, everywhere, i see the one who calls himself i in this world, he is tightly packed like the sword in its sheath. it is i who drink lonely drinks at twelve, midnight, in hotels of strange towns, it is i who laugh, it is i who make love and then, feel shame, it is i who lie dying with a rattle in my throat. i am sinner, i am saint. i am the beloved and the betrayed. i have no joys that are not yours, no aches which are not yours. i too call myself i. "
298,annette
299,"annette, at the dresser. pale fingers over mirror-fields reaping that wheat brown hair. beauty falling as chaff in old mirrors, while calenders in all the cities turn…. "
300,forest fire
301,"of late i have begun to feel a hunger to take in with greed, like a forest fire that consumes and with each killing gains a wilder, brighter charm, all that comes my way. bald child in open pram, you think i only look, and you too, slim lovers behind the tree and you, old man with paper in your hand and sunlight in your hair... my eyes lick at you like flames, my nerves consume ; and, when i finish with you, in the pram, near the tree and, on the park bench, i spit out small heaps of ash, nothing else. but in me the sights and smells and sounds shall thrive and go on and on and on. in me shall sleep the baby that sat in prams and sleep and wake and smile its toothless smile. in me shall walk the lovers hand in hand and in me, where else, the old shall sit and feel the touch of sun. in me, the street-lamps shall glimmer, the cabaret girls cavort, the wedding drums resound, the eunuchs swirl coloured skirts and sing sad songs of love, the wounded moan, and in me the dying mother with hopeful eyes shall gaze around, seeking her child, now grown and gone away to other towns, other arms.""  "
302,in love
303,"o what does the burning mouth of sun, burning in today's, sky, remind me….oh, yes, his mouth, and….his limbs like pale and carnivorous plants reaching out for me, and the sad lie of my unending lust. where is room, excuse or even need for love, for, isn't each embrace a complete thing a finished jigsaw, when mouth on mouth, i lie, ignoring my poor moody mind while pleasure, with deliberate gaeity trumpets harshly into the silence of the room… at noon i watch the sleek crows flying like poison on wings-and at night, from behind the burdwan road, the corpse-bearers cry ‘bol, hari bol' , a strange lacing for moonless nights, while i walk the verandah sleepless, a million questions awake in me, and all about him, and this skin-communicated thing that i dare not yet in his presence call our love."
