,TEXT
796,"my heart also burns, with the same sorrow as the moth."
797,"the wine of truth the saqi keeps concealed in his eyes,"
798,whatever he pours in the cup deceives thirst.
799,who is aware of this wonder? without instruments
800,resounds a symphony in the chamber of the heart!
801,"saqi, is slaying my desire your kind of mercy?"
802,i hear endless ecstasy reigns in your tavern.
803,"in moments of quietude, i often begin to wonder:"
804,is a musician playing a melody within my joyful heart?
805,"in all your life, darshan, nowhere will you find"
806,a joy to rival the rapture of master's tavern.
807,"ah, come sit beside me"
808,by jiddu krishnamurti
809,"ah, come sit beside me by the sea, open and free."
810,i will tell thee of that inward calmness
811,as of the still deep;
812,of that inward freedom
813,as of the skies;
814,of that inward happiness
815,as of the dancing waters.
816,"and as now the moon makes a silent path on the dark sea,"
817,so beside me lies the clear path of pure understanding.
818,"the groaning sorrow is hid under a mocking smile,"
819,"the heart is heavy with the burden of corruptible love,"
820,the deceptions of the mind pervert thought.
821,"ah, come sit beside me"
822,open and free.
823,"as the even flow of clear sunlight,"
824,so shall thine understanding come to thee.
825,the burdensome fear of anxious waiting
826,shall go from thee as the waters recede before the rushing winds.
827,"ah, come sit beside me,"
828,thou shalt know of the understanding of true love.
829,"as the mind drives the blind clouds,"
830,so shall thy brutish prejudice be driven by clear thought.
831,the moon is in love with the sun
832,and the stars fill the skies with their laughter.
833,"oh, come sit beside me"
834,open and free.
835,i am all
836,by jiddu krishnamurti
837,"i am the blue firmament and the black cloud,"
838,"i am the waterfall and the sound thereof,"
839,"i am the graven image and the stone by the wayside,"
840,"i am the rose and the falling petals thereof,"
841,"i am the flower of the field and the sacred lotus,"
842,"i am the sanctified waters and the still pool,"
843,i am the tree that towereth among the mountains
844,"and the blade of grass in the peaceful lane,"
845,i am the tender spring leaf and the evergreen foliage.
846,"i am the barbarian and the sage,"
847,"i am the impious and the pious,"
848,"i am the ungodly and the godly,"
849,"i am the harlot and the virgin,"
850,"i am the liberated and the man of time,"
851,"i am the the indestructible and the destructible,"
852,i am the renunciation and the proud possessor.
853,i am all
854,few know me.
855,"i am neither this nor that,"
856,"i am neither detached nor attached,"
857,i am neither heaven nor hell -- few know me --
858,"i am neither philosophies nor creeds,"
859,i am neither the guru nor the disciple.
860,i contain all.
861,"i am clear as the mountain stream,"
862,simple as the new spring leaf.
863,happy are they
864,that meet with me.
865,i walked on a path through the jungle
866,by jiddu krishnamurti
867,i walked on a path through the jungle
868,"which an elephant had made,"
869,and about me lay a tangle of wilderness.
870,the voice of desolation fills the distant plain.
871,and the city is noisy with the bells of a tall temple.
872,"beyond the jungle are the great mountains,"
873,calm and clear.
874,in the fear of life
875,the temptation of sorrow is created.
876,"cut down the jungle -- not one mere tree,"
877,for truth is attained
878,by putting aside all that you have sown.
879,and now i walk with the elephant.
880,i have been a wanderer long (from the search)
881,by jiddu krishnamurti
882,i have been a wanderer long
883,in this world of transient things.
884,i have known the passing pleasures thereof.
885,as the rainbow is beautiful
886,"but soon vanishes into nothingness,"
887,"so have i known,"
888,"from the very foundation of the world,"
889,the passing away of all things
890,"beautiful, joyous and pleasurable."
891,"as the moon is full and serene,"
892,in the day of harvest
893,so am i
894,in the day of my liberation
895,simple as the tender leaf am i
896,for in me are many winters and many springs.
897,"as the dew drop is of the sea,"
898,so am i born
899,in the ocean of my liberation
900,as the mysterious river
901,"enters the open seas,"
902,so have i entered
903,into the world of liberation
904,this is the end i have known.
905,i have no name (from the song of life)
906,by jiddu krishnamurti
907,"i have no name,"
908,i am as the fresh breeze of the mountains.
909,i have no shelter;
910,i am as the wandering waters.
911,"i have no sanctuary, like the dark gods;"
912,nor am i in the shadow of deep temples.
913,i have no sacred books;
914,nor am i well-seasoned in tradition.
915,i am not in the incense
916,"mounting on the high altars,"
917,nor in the pomp of ceremonies.
918,"i am neither in the graven image,"
919,nor in the rich chant of a melodious voice.
920,"i am not bound by theories,"
921,nor corrupted by beliefs.
922,"i am not held in the bondage of religions,"
923,nor in the pious agony of their priests.
924,"i am not entrapped by philosophies,"
925,nor held in the power of their sects.
926,"i am neither low nor high,"
927,i am the worshipper and the worshipped.
928,i am free.
929,my song is the song of the river
930,"calling for the open seas,"
931,i am life.
932,"i have no name,"
933,i am as the fresh breeze of the mountains.
934,it smelt of new rains and of tender
935,shoots of plants- and its warmth was the warmth
936,of earth groping for roots… even my
937,"soul, i thought, must send its roots somewhere"
938,"and, i loved his body without shame,"
939,on winter evenings as cold winds
940,chuckled against the white window-panes.
941,"all round me are words, and words and words,"
942,"they grow on me like leaves, they never"
943,seem to stop their slow growing
944,"from within... but i tell my self, words"
945,"are a nuisance, beware of them, they"
946,"can be so many things, a"
947,"chasm where running feet must pause, to"
948,"look, a sea with paralyzing waves,"
949,"a blast of burning air or,"
950,a knife most willing to cut your best
951,"friend's throat... words are a nuisance, but."
952,"they grow on me like leaves ona tree,"
953,"they never seem to stop their coming,"
954,"from a silence, somewhere deep within... "
955,a losing battle
956,how can my love hold him when the other
957,flaunts a gaudy lust and is lioness
958,"to his beast? men are worthless, to trap them"
959,"use the cheapest bait of all, but never"
960,"love, which in a woman must mean tears"
961,and a silence in the blood. 
962,i don't know politics but i know the names
963,"of those in power, and can repeat them like"
964,"days of week, or names of months, beginning with nehru."
965,"i amindian, very brown, born inmalabar,"
966,"i speak three languages, write in"
967,"two, dream in one."
968,"don't write in english, they said, english is"
969,not your mother-tongue. why not leave
970,"me alone, critics, friends, visiting cousins,"
971,every one of you? why not let me speak in
972,"any language i like? the language i speak,"
973,"becomes mine, its distortions, its queernesses"
974,"all mine, mine alone."
975,"it is half english, halfindian, funny perhaps, but it is honest,"
976,"it is as human as i am human, don't"
977,"you see? it voices my joys, my longings, my"
978,"hopes, and it is useful to me as cawing"
979,"is to crows or roaring to the lions, it"
980,"is human speech, the speech of the mind that is"
981,"here and not there, a mind that sees and hears and"
982,"is aware. not the deaf, blind speech"
983,of trees in storm or of monsoon clouds or of rain or the
984,incoherent mutterings of the blazing
985,"funeral pyre. i was child, and later they"
986,"told me i grew, for i became tall, my limbs"
987,swelled and one or two places sprouted hair.
988,"wheni asked for love, not knowing what else to ask"
989,"for, he drew a youth of sixteen into the"
990,"bedroom and closed the door, he did not beat me"
991,but my sad woman-body felt so beaten.
992,the weight of my breasts and womb crushed me.
993,i shrank pitifully.
994,then … i wore a shirt and my
995,"brother's trousers, cut my hair short and ignored"
996,"my womanliness. dress in sarees, be girl"
